STT,Mã CK▲,Tên công ty,Ngành,Sàn,Khối lượng NY/ĐKGD
2534,MNVC,Công ty TNHH Thương mại và Dịch vụ Mivi Việt Nam,,Khác,0
2535,MNXC,CTCP Xuất nhập khẩu Khoáng sản,,Khác,0
2536,MobiFone,Tổng Công ty Viễn thông MobiFone - Công ty TNHH MTV,,Khác,0
2537,MOBITECHS,CTCP Dịch vụ Kỹ thuật và Hạ tầng Mạng Thông Tin Di Động,,OTC,0
2538,MotorVN,CTCP United Motor Việt Nam,,OTC,37500000
2539,MRBC,CTCP Maroon Bells,,Khác,0
2540,MREC,CTCP Bất động sản Mỹ,,Khác,0
2541,MRVC,Công ty TNHH Kinh doanh Bất động sản Dream City Villas,,Khác,0
2542,MSC,CTCP Dịch vụ Phú Nhuận,Phân phối và bán lẻ hàng lâu bền,OTC,22500000
2543,MSFC,Công ty Tài chính TNHH MB Shinsei,,Khác,0
2544,MSHC,CTCP Điện mặt trời Mỹ Sơn 2,,Khác,0
2545,MSMC,CTCP Điện mặt trời Mỹ Sơn 1,,Khác,0
2546,MTDC,CTCP Đầu tư Đường Mặt Trời,,Khác,0
2547,MTJ,CTCP Tư vấn và Xây dựng công trình Miền Trung,,OTC,4500000
2548,MTJC,CTCP Đá Mỹ thuật,,Khác,0
2549,MTM,CTCP mỏ và Xuất nhập khẩu Khoáng sản Miền Trung,Nguyên vật liệu,OTC,31000000
2550,MTPC,CTCP Xây dựng Minh Trường Phú,,Khác,0
2551,MTSC,CTCP Đầu tư Metro Star,,Khác,0
2552,MTUC,Công ty TNHH Đầu tư và Phát triển Đô thị Minh Tân,,Khác,0
2553,MVJC,CTCP Đầu tư Địa ốc Mai Viên,,Khác,0
2554,MVY,CTCP Môi trường và Dịch vụ Đô Thị Vĩnh Yên,Dịch vụ chuyên biệt và thương mại,OTC,5969946
2555,MXC,Trung tâm Nông nghiệp Mùa Xuân,Nguyên vật liệu,OTC,700938
2556,MyKhe,CTCP Mỹ Khê Việt Nam,,OTC,0
2557,MYPC,Công ty TNHH Đầu tư và Kinh doanh Địa ốc Mỹ Phú,,Khác,0
2558,MyPhamSG,CTCP Mỹ phẩm Sài Gòn,,OTC,0
2559,NAKC,CTCP Công nghệ Khải An,,Khác,0
2560,Nakydaco,CTCP Dầu thực vật Tân Bình,,OTC,4310000
2561,NALC,Công ty TNHH Nam Land,,Khác,0
2562,NamChien,CTCP Thủy điện Nậm Chiến,,OTC,0
2563,NAMCO,CTCP Khoáng sản Nghệ An,,OTC,0
2564,NamKhang,CTCP Đầu tư Nam Khang,,OTC,8300000
2565,NamMuc,CTCP Thủy điện Nậm Mức,,OTC,0
2566,NamThaiSon,CTCP Nam Thái Sơn,,Khác,0
2567,NamThi,CTCP Thủy điện Nậm Thi - Sông Đà 7,,OTC,0
2568,NamTrieu,CTCP Công nghiệp Tàu thủy và Xây dựng Nam Triệu,,OTC,0
2569,NamVietOil,CTCP Lọc Hoá Dầu Nam Việt,,OTC,0
2570,NANC,CTCP Đầu tư và Kinh doanh Nam An,,Khác,0
2571,Natraco,CTCP Thương mại Nghệ An,,OTC,0
2572,NBCC,Công ty TNHH Tư vấn Đầu tư Nguyên Bình,,Khác,0
2573,NBN,CTCP Xây dựng Công trình 545,,OTC,0
2574,NBR,CTCP Đường sắt Nghĩa Bình,Vận tải,OTC,1806000
2575,NBS,CTCP Bến xe Nghệ An,Vận tải,OTC,3153200
2576,NCGC,CTCP Tập đoàn Nam Cường Hà Nội,,Khác,0
2577,NCLC,Công ty TNHH Đầu tư và Phát triển Bất động sản Nice Star,,Khác,0
2578,NCP,CTCP Nhiệt điện Cẩm Phả - TKV,Dịch vụ tiện ích,Khác,196980622
2579,NCRC,CTCP Câu lạc bộ Du thuyền và Nghỉ dưỡng Cam Ranh,,Khác,0
2580,NDTC,Công ty TNHH Nam Đại Thành Phú Quốc,,Khác,0
2581,NELC,CTCP Công nghệ Thương mại Giga 1,,Khác,0
2582,NEOC,CTCP Neo Floor,,Khác,0
2583,NFSC,CTCP Nova Final Solution,,Khác,0
2584,NGMC,Công ty TNHH Đầu tư và Bất động sản Ngọc Minh,,Khác,0
2585,NgocHy,CTCP Dịch vụ In Trần Ngọc Hy Cà Mau,,OTC,0
2586,NgocTung,CTCP Sản xuất Thương mại Dịch vụ Ngọc Tùng,,OTC,0
2587,NgoVietNam,CTCP Đầu tư Phát triển Ngô Việt Nam,,OTC,0
2588,NhaBeTech,CTCP Tư vấn Công nghệ Nhà Bè,,OTC,0
2589,NHACANTHO,Công ty TNHH MTV Phát triển và Kinh doanh Nhà Thành phố Cần Thơ,,Khác,0
2590,NhanLuc,CTCP Phát triển Nguồn nhân lực LOD,,OTC,0
2591,NhaSaiGon,CTCP Đầu tư Xây dựng và Kinh doanh Nhà Sài Gòn,,OTC,0
2592,NhatNam,CTCP Nhất Nam,,OTC,0
2593,NHHC,CTCP Đầu tư và Xây dựng Thủy điện Nậm Hồng,,Khác,0
2594,NhietDienMienBac,CTCP Dịch vụ Sửa chữa Nhiệt điện Miền Bắc,,OTC,0
2595,NHN,CTCP Phát triển Đô thị Nam Hà Nội,Phát triển và quản lý bất động sản,OTC,200000000
2596,NhoQue1,CTCP Thủy điện Nho Quế 1,,OTC,0
2597,NHPC,CTCP Bất động sản Ngôi nhà Hạnh phúc,,Khác,0
2598,NHRC,CTCP Nova Hotels & Resorts,,Khác,0
2599,NHS,CTCP Đường Ninh Hòa,"Thực phẩm, đồ uống và thuốc lá",OTC,60750000
2600,NHSC,Công ty TNHH MTV Đường Biên Hòa - Ninh Hòa,,Khác,0
2601,NhuNgoc,CTCP Sản xuất và Thương mại Xuất nhập khẩu Như Ngọc,,OTC,0
2602,NHW,CTCP Ngô Han,Tư liệu sản xuất,OTC,22950627
2603,NIC,CTCP Đầu tư Nhơn Trạch,,OTC,0
2604,Nicotex,CTCP Nicotex,,Khác,0
2605,NinhBac,CTCP Đầu tư Tài chính Ninh Bắc,,OTC,0
2606,NIS,CTCP Dịch vụ Hạ tầng Mạng,Dịch vụ viễn thông,OTC,3000000
2607,NISACO,CTCP Muối Ninh Thuận,,OTC,0
2608,NKD,CTCP Chế biến thực phẩm Kinh Đô Miền Bắc,"Thực phẩm, đồ uống và thuốc lá",Khác,15124213
2609,NKDC,CTCP Thương mại Dịch vụ Nhựa bao bì Kiến Đức,,Khác,0
2610,NLAC,CTCP Thủy điện Nậm La,,Khác,0
2611,NLC,CTCP Thủy điện Nà Lơi,Dịch vụ tiện ích,Khác,5000000
2612,NLPC,Công ty TNHH Nova Lucky Palace,,Khác,0
2613,NLSC,CTCP Phát triển Tầm nhìn Năng lượng sạch,,Khác,0
2614,NMK,CTCP Xây dựng Công trình 510,Tư liệu sản xuất,OTC,2700000
2615,NNB,CTCP Cấp thoát nước Ninh Bình,Dịch vụ tiện ích,OTC,15080000
2616,NNG,CTCP Công nghiệp - Dịch vụ - Thương mại Ngọc Nghĩa,Nguyên vật liệu,OTC,81570988
2617,NNQ,CTCP Giống Nông nghiệp Quảng Nam,Dịch vụ chuyên biệt và thương mại,OTC,1281303
2618,NoiHoiVN,CTCP Nồi hơi Việt Nam,,OTC,0
2619,NongSanNinhThuan,CTCP Xuất khẩu Nông sản Ninh Thuận,,OTC,0
2620,NovaGroup,CTCP Tập đoàn NovaGroup,,OTC,0
2621,NPEC,CTCP Đầu tư Năng lượng Nam Phương,,Khác,0
2622,NPH,CTCP Khách Sạn Bưu Điện Nha Trang,Dịch vụ tiêu dùng,OTC,2000000
2623,NPHC,CTCP Quốc tế Ngàn Phố,,Khác,0
2624,NPIC,CTCP Thủy điện Nậm Pung - Intracom,,Khác,0
2625,NPPC,CTCP Thủy điện Nậm Pia,,Khác,0
2626,NPS,CTCP May Phú Thịnh - Nhà Bè,Hàng tiêu dùng và trang trí,OTC,2170000
2627,NQBC,CTCP Phát triển Bất động sản Nhật Quang,,Khác,0
2628,NRCC,Công ty TNHH Nam Rạch Chiếc,,Khác,0
2629,NS3,CTCP Sản xuất Kinh doanh Nước sạch Số 3 Hà Nội,Dịch vụ tiện ích,OTC,7919999
2630,NSCTech,CTCP Công nghệ NCS,,OTC,4000000
2631,NSN,CTCP Xây dựng 565,Tư liệu sản xuất,OTC,2959314
2632,NSP,CTCP Nhựa Sam Phú,Nguyên vật liệu,OTC,5000000
2633,NSRC,Công ty TNHH Đầu tư Địa ốc Nova Saigon Royal,,Khác,0
2634,NSTC,CTCP North Star Holdings,,Khác,0
2635,NSVC,Công ty TNHH Đầu tư Bất động sản Ngôi Sao Việt,,Khác,0
2636,NTCC,Công ty TNHH Ngọc Thiên,,Khác,0
2637,NTDC,Công ty TNHH No Va Thảo Điền,,Khác,0
2638,NTEC,Công ty TNHH Đầu tư và Phát triển Năng lượng Ninh Thuận,,Khác,0
2639,NTGC,CTCP Tập đoàn Ngọc Thiên Global,,Khác,0
2640,NTLC,CTCP Đầu tư Thương mại Phát triển Nhất Tín,,Khác,0
2641,NTR,CTCP Đường sắt Nghệ Tĩnh,Vận tải,OTC,1492000
2642,NTS,CTCP Nội thất SHINEC,,OTC,2000000
2643,NTSC,CTCP Tập đoàn Nam Tiến,,Khác,0
2644,NTTC,CTCP Thương mại Đầu tư nhà Toàn Thắng,,Khác,0
2645,NuiPhao,Công ty TNHH Khai thác chế biến khoáng sản Núi Pháo,,Khác,0
2646,Nuocdathuysan,CTCP Nước đá Thủy sản Kiên giang,,OTC,0
2647,NuocQuangNam,CTCP Cấp thoát nước Quảng Nam,,OTC,21600000
2648,NuocSachLaoCai,Công ty TNHH MTV Kinh doanh Nước sạch Lào Cai,,Khác,0
2649,Nutifood,CTCP Thực phẩm Dinh dưỡng Đồng Tâm,,OTC,0
2650,NVC,CTCP Nam Vang,Phân phối và bán lẻ hàng lâu bền,OTC,16000000
2651,NVHC,CTCP Nova Hospitality,,Khác,0
2652,NVJC,CTCP Đầu tư Địa ốc No Va,,Khác,0
2653,NVN,CTCP Nhà Việt Nam,Phát triển và quản lý bất động sản,OTC,10656800
2654,NWCC,Công ty TNHH New World Capital,,Khác,0
2655,NWSC,CTCP Nova W Sand,,Khác,0
2656,OLC,"CTCP Xây dựng, Dịch vụ và Hợp tác Lao động",,OTC,0
2657,Opals,CTCP Đầu tư và Năng lượng Opals,,Khác,0
2658,ORC,CTCP Bán lẻ và Quản lý Bất động sản Đại Dương,,OTC,0
2659,OREC,CTCP Năng lượng Tái tạo Đại Dương,,Khác,0
2660,OSCVN,CTCP Du lịch Dịch vụ Dầu khí Việt Nam,,OTC,0
2661,OSDC,CTCP Outstanding Investment,,Khác,0
2662,Oseven,CTCP Oseven,,OTC,111600000
2663,OSGC,CTCP Osaka Garden,,Khác,0
2664,OSYC,CTCP Đầu tư và Phát triển Oky Saigon,,Khác,0
2665,OTG,CTCP Otran Logistics,,OTC,0
2666,OtoTienGiang,CTCP Vận tải Ô Tô Tiền Giang,,OTC,0
2667,P4PC,CTCP Pizza 4PS,,Khác,0
2668,PACC,Công Ty TNHH Pak Việt Nam,,Khác,0
2669,PACKEXIM,CTCP Sản xuất và Xuất nhập khẩu Bao bì,,OTC,0
2670,Packsimex,CTCP Xuất nhập khẩu Sản xuất Gia công và Bao bì,,OTC,0
2671,PAFC,CTCP Pan Farm,,Khác,0
2672,PAIC,CTCP Nông nghiệp sạch Phú Sơn,,Khác,0
2673,PAMC,Công ty TNHH MTV Quản lý nợ và Khai thác Tài sản Ngân Hàng TMCP Đại chúng Việt Nam,,Khác,0
2674,PAnNhan,CTCP Đầu tư và Phát triển An Nhân,,Khác,0
2675,PAPC,CTCP Pacific Partners,,Khác,0
2676,PBK,CTCP Điện lực Dầu khí Bắc Kạn,Dịch vụ tiện ích,OTC,8642300
2677,PCIC,CTCP Đầu tư Pearl City,,Khác,0
2678,PCMC,CTCP Xây dựng và Quản lý Dự án Số 1,,Khác,0
2679,PCN,CTCP Hóa phẩm Dầu khí DMC - Miền Bắc,Nguyên vật liệu,OTC,3924550
2680,PDCC,CTCP Đầu tư Địa ốc Phương Đông,,Khác,0
2681,PDGC,CTCP Cao ốc Phương Đông,,Khác,0
2682,PDHC,CTCP Phát triển nhà Phúc Đồng,,Khác,0
2683,PDIC,CTCP Đầu tư Bất động sản Phong Điền,,Khác,0
2684,PDLC,CTCP Địa ốc Phúc Đạt,,Khác,0
2685,PDT,CTCP Thương mại Dầu khí Đồng Tháp,Phân phối và bán lẻ hàng lâu bền,OTC,773526
2686,PeaceTour,CTCP Du lịch Hòa Bình Việt Nam,,OTC,0
2687,PetroKienGiang,CTCP Xăng dầu Dầu khí Kiên Giang,,OTC,0
2688,PETROMAT,CTCP Vật tư Xăng dầu Petec,,OTC,0
2689,PETROMEKONG,CTCP Vận tải Dầu khí Mê Kông,,OTC,0
2690,PetroTrade,Công ty Thương mại Xăng dầu Lào,,Lào,235000000
2691,PetroVietnam,Tập đoàn Công nghiệp - Năng lượng Quốc gia Việt Nam,,Khác,0
2692,PFH,CTCP Đầu tư Tài chính Bảo hiểm Dầu khí,,OTC,0
2693,PFI,CTCP Đầu tư Tài chính Công đoàn Dầu khí Việt Nam,,OTC,0
2694,PFV,CTCP Đầu tư và Thương mại PFV,Phát triển và quản lý bất động sản,Khác,60000000
2695,PGCC,CTCP Phát triển Golf Thiên Đường,,Khác,0
2696,PhanPhoiVietnam,CTCP Đầu tư và Phát triển Hệ thống Phân phối Việt Nam,,OTC,0
2697,PhanVu,CTCP Đầu tư Phan vũ,,OTC,15000000
2698,Pharmacity,CTCP Dược phẩm Pharmacity,,Khác,0
2699,PHDC,Công ty TNHH Điện gió Phước Hữu - Duyên Hải 1,,Khác,0
2700,PHIC,Công ty TNHH Đầu tư Phúc Hậu,,Khác,0
2701,PhimGiaiPhong,CTCP Phim Giải phóng,,OTC,0
2702,PhimThienNgan,CTCP Phim Thiên Ngân,,OTC,0
2703,PHT,CTCP Sản xuất và Thương mại Phúc Tiến,Nguyên vật liệu,Khác,21440030
2704,PhucLoc,CTCP Tập đoàn Phúc Lộc,,Khác,0
2705,PhuDat,CTCP Đầu tư và Xây dựng Dầu khí Phú Đạt,,OTC,43000000
2706,PhuLong,CTCP Địa ốc Phú Long,,OTC,0
2707,PHUMYOIL,CTCP Sản xuất và Chế biến Dầu khí Phú Mỹ,,OTC,0
2708,PhuongNamSF,CTCP Chế biến Thực phẩm Phương Nam,,OTC,0
2709,PhuongTrang,CTCP Du lịch và Vận tải Phương Trang,,OTC,0
2710,PhuQuoc,CTCP Du lịch Phú Quốc,,OTC,0
2711,PhuTung,CTCP Xuất nhập khẩu Máy và Phụ tùng,,OTC,0
2712,PIDC,CTCP Đầu tư Phát triển Phú Châu,,Khác,0
2713,PIDIC,CTCP Đầu tư Phát triển Hạ tầng Phú Quốc,,OTC,0
2714,Pisico,CTCP Chế biến Gỗ nội thất Pisico,,OTC,0
2715,PisicoDongAn,CTCP Chế biến gỗ Pisico Đồng An,,OTC,0
2716,PKAC,CTCP Tập đoàn Phượng Hoàng Xanh A&A,,Khác,0
2717,PKIC,Công ty TNHH MTV Quản lý Đầu tư Phúc Khang,,Khác,0
2718,PKR,CTCP Đường sắt Phú Khánh,Vận tải,OTC,2000000
2719,PKSC,Công ty TNHH Phúc Khang Đông Sài Gòn,,Khác,0
2720,PLIC,Công ty TNHH Năng lượng Phan Lâm,,Khác,0
2721,PLRC,Công ty TNHH Đầu tư Kinh doanh Bất động sản Phước Long,,Khác,0
2722,PLVC,CTCP Phúc Long Vân,,Khác,0
2723,PLWC,CTCP Điện gió Phong Liệu,,Khác,0
2724,PMCC,CTCP Thủy điện Pắc Ma,,Khác,0
2725,PME,CTCP Pymepharco,"Dược phẩm, Công nghệ sinh học và Khoa học thường thức",OTC,0
2726,PMHC,Công ty TNHH Phát triển Phú Mỹ Hưng,,Khác,0
2727,PMM,CTCP Hàng hải Phú Mỹ,,OTC,2396640
2728,Porycoast,CTCP Tư vấn Thiết kế Cảng - Kỹ thuật biển,,OTC,0
2729,POTRACO,CTCP Vận tải và Dịch vụ Điện lực,,OTC,4700000
2730,PPAP,Công ty Cảng Phnom Penh,,Campuchia,0
2731,PPG,CTCP Sản xuất - Thương mại - Dịch vụ Phú Phong,Tư liệu sản xuất,OTC,7342500
2732,PPSP,Đặc khu Kinh tế Phnom Penh,,Campuchia,0
2733,PPWSA,Công ty Cấp thoát nước Phnom Penh,,Campuchia,86973162
2734,PQCC,CTCP In Hospitality,,Khác,0
2735,PQSC,Công ty TNHH Mặt trời Phú Quốc,,Khác,0
2736,Proconco,CTCP Việt Pháp Sản xuất Thức ăn Gia súc PROCONCO,,OTC,0
2737,PROMEXCO,CTCP Sản xuất Bao bì và Hàng xuất khẩu,,OTC,5000000
2738,PSIC,Công ty TNHH MTV Sunrise Power Đăk PSI,,Khác,0
2739,PTHTKCNThaiNguyen,CTCP Phát Triển Hạ tầng Khu Công nghiệp Thái Nguyên,,OTC,0
2740,PTICC,CTCP Tư vấn Đầu tư và Xây dựng Bưu điện,,OTC,0
2741,PTJC,CTCP Phú Thọ Land,,Khác,0
2742,PTK,CTCP Luyện kim Phú Thịnh,Nguyên vật liệu,OTC,21600000
2743,PTM,CTCP Sản xuất Thương mại và Dịch vụ Ô tô PTM,Phân phối và bán lẻ hàng lâu bền,OTC,4200000
2744,PTN,CTCP Phát triển nhà Khánh Hòa,Tư liệu sản xuất,OTC,5801924
2745,PVCI,CTCP Đầu tư Xây lắp Dầu khí Việt Nam,,OTC,0
2746,PVCME,CTCP Thi Công Cơ giới và Lắp máy Dầu khí,,OTC,50000000
2747,PVEIC,Tổng Công ty Bảo dưỡng - Sửa chữa Công trình Dầu khí,,OTC,0
2748,PVID,CTCP Đầu tư và Xây lắp khí,,OTC,0
2749,PVQuangNinh,CTCP Xăng dầu Dầu khí Quảng Ninh,,OTC,0
2750,PVSH,CTCP Vạn Khởi Thành,,OTC,44697200
2751,PVST,CTCP Du Lịch Dầu khí Sapa,,OTC,10000000
2752,PVThaiNguyen,CTCP Xăng dầu Dầu khí Thái Nguyên,,OTC,0
2753,PXH,CTCP Xây lắp Dầu khí Hà Nội,,OTC,30000000
2754,PXK,CTCP Đầu tư và Xây lắp Dầu khí Kinh Bắc,,OTC,15000000
2755,PYU,CTCP Môi trường và Công trình Đô thị Phúc Yên,Dịch vụ chuyên biệt và thương mại,OTC,2073985
2756,QALC,Công ty TNHH Đầu tư Bất động sản Quang Anh,,Khác,0
2757,QBR,CTCP Đường sắt Quảng Bình,Vận tải,OTC,1760500
2758,QLD,CTCP Quản lý và Xây dựng Giao thông Lạng Sơn,Dịch vụ chuyên biệt và thương mại,OTC,1207400
2759,QLT,CTCP Quản lý Bảo trì Đường thủy Nội địa Số 10,Vận tải,OTC,1500000
2760,QNSC,CTCP Cung ứng Tàu biển Quảng Ninh,,OTC,0
2761,QTIC,CTCP Đầu tư Quang Thuận,,Khác,0
2762,QuangtruongQT,CTCP Thương mại Dịch vụ Quảng trường Quốc tế,,OTC,0
2763,QuanMinh,Công ty TNHH Quan Minh,,Khác,0
2764,QuocViet,Công ty TNHH Kinh doanh Chế biến thủy sản và Xuất nhập khẩu Quốc Việt,,Khác,0
2765,QVCC,CTCP Du lịch Thung lũng Nữ Hoàng,,Khác,0
2766,RauQua1,CTCP Xuất nhập khẩu Rau Quả I,,OTC,1980000
2767,RDP,CTCP Rạng Đông Holding,Nguyên vật liệu,OTC,49069803
2768,RECO,CTCP Cơ khí Cao su,,OTC,0
2769,REDC,CTCP Tư vấn Quản lý và Đầu tư Đỏ,,Khác,0
2770,REM,CTCP Tu bổ Di tích Trung ương - Vinaremon,Tư liệu sản xuất,OTC,1148600
2771,REN,CTCP Xây dựng và Đầu tư KDL Sinh Thái,,OTC,2818032
2772,RES10,CTCP Địa ốc 10,,OTC,0
2773,RESC,CTCP Đầu tư và Phát triển Residence,,Khác,0
2774,RESCO8,CTCP Địa ốc 8,,OTC,0
2775,RESCONHA,CTCP Phát triển và Kinh doanh Nhà,,Khác,0
2776,REVC,CTCP Đầu tư Revital Việt Nam,,Khác,0
2777,RGC,CTCP Đầu tư PV - Inconess,Dịch vụ tiêu dùng,OTC,89123600
2778,RHC,CTCP Thủy điện Ry Ninh II,Dịch vụ tiện ích,Khác,5120000
2779,RHGC,CTCP Tập đoàn R&H,,Khác,0
2780,RHN,CTCP Đường sắt Hà Ninh,Tư liệu sản xuất,OTC,1509900
2781,Ricons,CTCP Đầu tư Xây dựng Ricons,,OTC,0
2782,RIGC,CTCP Đầu tư Rivera,,Khác,0
2783,RLC,CTCP Đường bộ Lào Cai,Tư liệu sản xuất,OTC,1138689
2784,RMCC,CTCP Roman E&C,,Khác,0
2785,ROS,CTCP Xây dựng FLC Faros,Tư liệu sản xuất,OTC,567598121
2786,RTH,CTCP Đường sắt Thanh Hóa,Tư liệu sản xuất,OTC,2085900
2787,RTS,CTCP Thông tin Tín hiệu Đường sắt Đà Nẵng,Vận tải,OTC,1083333
2788,RUID,CTCP Đầu tư Phát triển Hạ tầng và Đô thị Đường sắt,,OTC,0
2789,RUSCO,CTCP Kho vận và Dịch vụ Hàng hóa Cao su,,OTC,0
2790,S33,CTCP Mía đường 333,"Thực phẩm, đồ uống và thuốc lá",OTC,8331409
2791,S64,CTCP Sông Đà 6.04,Tư liệu sản xuất,Khác,2000000
2792,S91,CTCP Sông Đà 9.01,Tư liệu sản xuất,Khác,2940000
2793,SabecoMienDong,CTCP Thương mại Sabeco Miền Đông,,OTC,0
2794,SabecoNTB,CTCP Thương mại Bia Sài Gòn Nam Trung Bộ,,OTC,0
2795,SabecoSongHau,CTCP Thương mại Sabeco Sông Hậu,,OTC,0
2796,SabecoTayNguyen,CTCP Thương mại Bia Sài Gòn Tây Nguyên,,OTC,0
2797,SachBinhDuong,CTCP Sách - Thiết bị Giáo dục Bình Dương,,OTC,1000000
2798,SachHoaBinh,CTCP Sách và Thiết bị Trường học Hòa Bình,,OTC,1000000
2799,SachThanhHoa,CTCP Sách và Thiết bị Trường học Thanh Hóa,,OTC,1050000
2800,Sadaco,CTCP Phát triển Sản xuất Thương mại Sài Gòn,,OTC,0
2801,SAGEL,CTCP Điện tử và Dịch vụ Công nghiệp Sài Gòn,,OTC,0
2802,SAGRI,Tổng Công ty Nông nghiệp Sài Gòn - TNHH MTV,,Khác,0
2803,Saicom,CTCP Đầu Tư và Xây dựng Bưu Chính Viễn Thông,,OTC,0
2804,SAIGON5,CTCP Phát triển địa ốc Sài Gòn 5,,OTC,0
2805,SaiGonAir,CTCP Sài Gòn Sân Bay,,OTC,0
2806,SaiGonART,CTCP Mỹ thuật Sài Gòn,,OTC,0
2807,SAIGONIPD,Công ty TNHH MTV Phát triển Khu Công nghiệp Sài Gòn,,Khác,0
2808,SaiGonNinhChu,CTCP Du lịch Sài Gòn Ninh Chữ,,OTC,6900000
2809,Saigontourist,Tổng Công ty Du lịch Sài Gòn - Công ty TNHH MTV,,OTC,0
2810,SaiGonXanh,CTCP Đầu tư Phát triển Địa Ốc Sài Gòn Xanh,,OTC,30000000
2811,SAMC,CTCP Sunshine AM,,Khác,0
2812,SAMCO,Tổng Công ty Cơ Khí Giao thông Vận tải Sài Gòn TNHH MTV,,Khác,0
2813,SamSet,CTCP Vận tải và Dịch vụ Hàng Hải Cảng Sài Gòn,,OTC,0
2814,SAOC,CTCP Xây dựng sao vàng Tây Đô,,Khác,0
2815,Sapasco,CTCP Bao bì và Dịch vụ Sam Thịnh,,OTC,0
2816,SATICO,Công ty TNHH MTV Satra Tiền Giang,,Khác,0
2817,SATRA,Tổng Công ty Thương mại Sài Gòn TNHH MTV,,Khác,0
2818,SatraTayNam,Công ty TNHH MTV Satra Tây Nam,,Khác,0
2819,SBC,CTCP Vận tải và Giao nhận Bia Sài Gòn,Vận tải,OTC,8000000
2820,SBJC,CTCP Đầu tư Thương mại Sunshine Business,,Khác,0
2821,SBPC,CTCP SunBay Ninh Thuận,,Khác,0
2822,SCA,CTCP Nông nghiệp Sông Con,"Thực phẩm, đồ uống và thuốc lá",OTC,2076000
2823,SCCV,CTCP Than Miền Nam - Vinacomin,,OTC,0
2824,SCFC,CTCP Lương thực Nam Trung Bộ,,OTC,0
2825,SCH,CTCP Thủy điện Sông Chảy 5,Dịch vụ tiện ích,OTC,15000000
2826,SCIC,Tổng Công ty Đầu tư và Kinh doanh Vốn Nhà nước,,Khác,0
2827,SCJC,CTCP Sunshine Cab,,Khác,0
2828,SCJSC,CTCP Sài Gòn - Cam Ranh,,OTC,0
2829,SCNC,CTCP S.Connect,,Khác,0
2830,SCV,CTCP Muối Việt Nam,"Thực phẩm, đồ uống và thuốc lá",OTC,1279392
2831,SDBP,CTCP Sông Đà Bình Phước,,OTC,7000000
2832,SDDC,CTCP Sao đỏ Đà Nẵng,,Khác,0
2833,SDE,CTCP Kỹ thuật Điện Sông Đà,Tư liệu sản xuất,OTC,1751092
2834,SDH,CTCP Xây dựng Hạ tầng Sông Đà,Tư liệu sản xuất,OTC,20950000
2835,SDI,CTCP Đầu Tư và Phát triển Đô Thị Sài Đồng,Phát triển và quản lý bất động sản,Khác,119995800
2836,SDIC,CTCP Đầu tư và Phát triển Sài Gòn,,Khác,0
2837,SDL,CTCP Sông Đà - Hoàng Long,,OTC,0
2838,SDNC,CTCP Đầu tư Sài Gòn - Đà Nẵng,,Khác,0
2839,SDNT,CTCP Sông Đà - Nha Trang,,OTC,0
2840,SDS,CTCP Xây lắp và Đầu tư Sông Đà,Tư liệu sản xuất,OTC,0
2841,SeafoodF17,CTCP Nha Trang Seafoods - F17,,OTC,0
2842,SEC,CTCP Mía đường - Nhiệt điện Gia Lai,"Thực phẩm, đồ uống và thuốc lá",Khác,38999876
2843,SECC,CTCP Xây lắp Sunshine E&C,,Khác,0
2844,SEEC,CTCP Seedcom,,Khác,0
2845,SEL,CTCP Sông Đà 11 Thăng Long,Tư liệu sản xuất,Khác,5000000
2846,Serrano,CTCP Serrano Việt Nam,,OTC,5300000
2847,SFT,CTCP Softech,Dịch vụ chuyên biệt và thương mại,OTC,3000000
2848,SGAC,CTCP Sàn Giao dịch Bất động sản Sài Gòn Anpha,,Khác,0
2849,SGAudit,Công ty TNHH Kiểm toán và Tin học Sài Gòn,,Khác,0
2850,SGCC,Công ty TNHH Đầu tư Sài Gòn 3 Capital,,Khác,0
2851,SGCLInresco,CTCP Đầu tư và Địa ốc Sài Gòn Chợ Lớn,,OTC,0
2852,SGDiamond,CTCP Sài Gòn Kim Cương,,OTC,0
2853,SGGC,CTCP Sài Gòn Capital,,Khác,0
2854,SGLC,Công ty TNHH Saigon Glory,,Khác,0
2855,SGO,CTCP Dầu thực vật Sài Gòn,"Thực phẩm, đồ uống và thuốc lá",OTC,20000000
2856,SGPC,CTCP Giấy Sài Gòn,,OTC,0
2857,SHBFinance,Công ty TNHH MTV Ngân hàng TMCP Sài Gòn - Hà Nội,,Khác,0
2858,SHDC,CTCP Tập đoàn Mặt trời,,Khác,0
2859,SHHC,CTCP Sông Hồng Hoàng Gia,,Khác,0
2860,SHINEC,CTCP Công nghiệp Tàu thủy Shinec,,OTC,1500000
2861,ShinhanFi,Công ty Tài chính TNHH MTV Shinhan Việt Nam,,Khác,0
2862,SHJC,CTCP Kinh doanh Nhà Sunshine,,Khác,0
2863,SHL,CTCP Đầu tư Sông Hồng - Thăng Long,,OTC,3000000
2864,SHRC,Công ty TNHH Mặt trời sông Hàn,,Khác,0
2865,SHTC,CTCP Tập đoàn Sông Hồng Thủ Đô,,Khác,0
2866,SHV,CTCP Hải Việt,"Thực phẩm, đồ uống và thuốc lá",OTC,6263720
2867,SHX,CTCP Sài Gòn Hỏa xa,Phát triển và quản lý bất động sản,OTC,1720000
2868,SIC,CTCP ANI,Phát triển và quản lý bất động sản,OTC,23999270
